Summary,Dominant Topic
"medivaflight devil 's canyon lincoln national forest , four minutes taking ruidoso . pilot , male nurse , female paramediand 15-month-old girl mother killed.the pilot 's failure maintain clearance terrain due spatial disorientation .",3
soon taking began loosing altitude veered right 1 mile beyond runway .,9
"float land tree , shore , attempting land . high winds area time accident . pilot 's poor decision-making inadequate planning . avoid rising waves , pilot decided take toward sheltered interior bay , toward rising terrain , direction never attempted . pilot attempted turn around , airplane hit downdraft , held climbing closing landscape caused stall 60 ground .",9
likely due mechanical problem traveling second helicopter .,3
shortly taking curitiba,0
", carrying tin ore , lost one 's two engines eleven minutes taking tried return airport . due strong back winds fully loaded , clipped tree tops burned 3 km short runway . overloaded 3 tons .",3
", carrying palm oil , overshot runway , petrified lava flow caught fire .",3
helicopter 15 southeast skopje heavy fog attempting land . returning european union-led peacekeeping operations bosnia .,1
"landing heavy rain strong cross winds , skidded runway , struck earth embankment caught fire . pilot attempted land , despite 15 warning alarms copilot 's calls abort attempt . also , traveling faster descending sharply normal .",3
attempting land came rest cemetery .,1
"attempting take , congolese neighborhood caught fire three airport . 's mechaniwas survivor aboard .",3
"descent night poor weather conditions , hit charleys peak located 25 southeast alamosa . carrying one pilot , paramediand nurse pick patient alamosa . pilot 's failure maintain clearance mountainous terrain . contributing accident pilot 's inadequate preflight planning , improper in-flight planning decision making , dark night , controller 's failure issue safety alert pilot .",8
"parachutists gone boise skydiving meet returning shelton rugged mountain territory . radar shows 13,000 reached tieton river valley . turned around 360 degrees , lost 7,000 feet-per-minute disappeared . reports indicate pilot faced low clouds low-level turbulence accident .",3
disappeared .,7
"executive jet took , banked right ground striking two houses . copilot failed complete checklist filled right wing fuel tank . time took late fix imbalance balancing pump distriblue fuel evenly wings . banked right stalled .",9
"taking , engine failed hit hawk . tried return airport . transporting goods foodstuffs traders international organizations juba . two sudanese soldiers killed ground .",3
"making approach land , passenger struck mountaintop broke apart , 7.5 isparta airport . crew follow rules landing , led collision/accident .",9
". pilot 's decision continue vfr night instrument meteorological conditions . contributing accident operator 's failure adhere faa-approved mandated safety risk management program , faa 's failure provide sufficient oversight operator ensure compliance risk management program , pilot 's lack experience night winter operations alaska , operator 's lack ems dispatch following system .",3
"brushy field , inverted , shortly taking heavy snow . radar data indicated left turn ground speed 109 knots descending impacting terrain . carrying checks goods banking customer . pilot 's failure maintain control collision avoidance terrain due spatial disorientation . contributing accident low cloud ceiling night conditions .",9
"chartered twin engine open field slid vacant shed , short runway , dense fog . three passengers crew 2 killed . 5 czech nationals .",9
commuter airliner pilot reported engine problems .,2
"charter kodiak harbor , 50 yards beyond end runway , taking kodiak airport . one survivors said baggage area door opened nose pilot ’ side prompted pilot try return airport . failure company maintenance personnel ensure airplane 's nose baggage door latching mechanism properly configured maintained , resulting inadvertent opening nose baggage door . contributing accident lack information guidance available operator pilot regarding procedures follow baggage door open inadvertent aerodynamistall .",3
"carrying mail , 7 south lihu . pilot 's spatial disorientation loss situational awareness . contributing accident dark night task requirements simultaneously monitoring cockpit instruments airplane .",3
